name,geoid,pop
"Barbour County, West Virginia",54001,15468
"Berkeley County, West Virginia",54003,126069
"Boone County, West Virginia",54005,21312
"Braxton County, West Virginia",54007,12247
"Brooke County, West Virginia",54009,22140
"Cabell County, West Virginia",54011,93418
"Calhoun County, West Virginia",54013,6176
"Clay County, West Virginia",54015,7892
"Doddridge County, West Virginia",54017,7735
"Fayette County, West Virginia",54019,39927
"Gilmer County, West Virginia",54021,7377
"Grant County, West Virginia",54023,10983
"Greenbrier County, West Virginia",54025,32608
"Hampshire County, West Virginia",54027,23302
"Hancock County, West Virginia",54029,28656
"Hardy County, West Virginia",54031,14160
"Harrison County, West Virginia",54033,65158
"Jackson County, West Virginia",54035,27738
"Jefferson County, West Virginia",54037,58370
"Kanawha County, West Virginia",54039,177952
"Lewis County, West Virginia",54041,16892
"Lincoln County, West Virginia",54043,20126
"Logan County, West Virginia",54045,31909
"McDowell County, West Virginia",54047,18363
"Marion County, West Virginia",54049,56001
"Marshall County, West Virginia",54051,30115
"Mason County, West Virginia",54053,25157
"Mercer County, West Virginia",54055,59097
"Mineral County, West Virginia",54057,26857
"Mingo County, West Virginia",54059,23005
"Monongalia County, West Virginia",54061,106387
"Monroe County, West Virginia",54063,12332
"Morgan County, West Virginia",54065,17221
"Nicholas County, West Virginia",54067,24300
"Ohio County, West Virginia",54069,41776
"Pendleton County, West Virginia",54071,6142
"Pleasants County, West Virginia",54073,7601
"Pocahontas County, West Virginia",54075,7841
"Preston County, West Virginia",54077,34358
"Putnam County, West Virginia",54079,57260
"Raleigh County, West Virginia",54081,73771
"Randolph County, West Virginia",54083,27806
"Ritchie County, West Virginia",54085,8383
"Roane County, West Virginia",54087,13898
"Summers County, West Virginia",54089,11908
"Taylor County, West Virginia",54091,16492
"Tucker County, West Virginia",54093,6672
"Tyler County, West Virginia",54095,8155
"Upshur County, West Virginia",54097,23791
"Wayne County, West Virginia",54099,38498
"Webster County, West Virginia",54101,8249
"Wetzel County, West Virginia",54103,14170
"Wirt County, West Virginia",54105,5063
"Wood County, West Virginia",54107,83624
"Wyoming County, West Virginia",54109,21051
"Wisconsin, Wisconsin",55000,5895908
"Adams County, Wisconsin",55001,20875
"Ashland County, Wisconsin",55003,16107
"Barron County, Wisconsin",55005,46719
"Bayfield County, Wisconsin",55007,16320
"Brown County, Wisconsin",55009,269591
"Buffalo County, Wisconsin",55011,13302
"Burnett County, Wisconsin",55013,16744
"Calumet County, Wisconsin",55015,52539
"Chippewa County, Wisconsin",55017,66865
"Clark County, Wisconsin",55019,34746
"Columbia County, Wisconsin",55021,58488
"Crawford County, Wisconsin",55023,16075
"Dane County, Wisconsin",55025,563951
"Dodge County, Wisconsin",55027,89313
"Door County, Wisconsin",55029,30369
"Douglas County, Wisconsin",55031,44203
"Dunn County, Wisconsin",55033,45547
"Eau Claire County, Wisconsin",55035,106452
"Florence County, Wisconsin",55037,4593
"Fond du Lac County, Wisconsin",55039,104362
"Forest County, Wisconsin",55041,9258
"Grant County, Wisconsin",55043,52110
"Green County, Wisconsin",55045,36988
"Green Lake County, Wisconsin",55047,19229
"Iowa County, Wisconsin",55049,23756
"Iron County, Wisconsin",55051,6178
"Jackson County, Wisconsin",55053,21121
"Jefferson County, Wisconsin",55055,84943
"Juneau County, Wisconsin",55057,26802
"Kenosha County, Wisconsin",55059,168732
"Kewaunee County, Wisconsin",55061,20543
"La Crosse County, Wisconsin",55063,120433
"Lafayette County, Wisconsin",55065,16784
"Langlade County, Wisconsin",55067,19502
"Lincoln County, Wisconsin",55069,28541
"Manitowoc County, Wisconsin",55071,81505
"Marathon County, Wisconsin",55073,137648
"Marinette County, Wisconsin",55075,41875
"Marquette County, Wisconsin",55077,15792
"Menominee County, Wisconsin",55078,4289
"Milwaukee County, Wisconsin",55079,928059
"Monroe County, Wisconsin",55081,46193
"Oconto County, Wisconsin",55083,39356
"Oneida County, Wisconsin",55085,38259
"Outagamie County, Wisconsin",55087,191545
"Ozaukee County, Wisconsin",55089,92497
"Pepin County, Wisconsin",55091,7364
"Pierce County, Wisconsin",55093,42587
"Polk County, Wisconsin",55095,45431
"Portage County, Wisconsin",55097,70468
"Price County, Wisconsin",55099,14050
"Racine County, Wisconsin",55101,196896
"Richland County, Wisconsin",55103,17212
"Rock County, Wisconsin",55105,164381
"Rusk County, Wisconsin",55107,14123
"St. Croix County, Wisconsin",55109,95044
"Sauk County, Wisconsin",55111,65697
"Sawyer County, Wisconsin",55113,18295
"Shawano County, Wisconsin",55115,40859
"Sheboygan County, Wisconsin",55117,117747
"Taylor County, Wisconsin",55119,19923
"Trempealeau County, Wisconsin",55121,30724
"Vernon County, Wisconsin",55123,30915
"Vilas County, Wisconsin",55125,23520
"Walworth County, Wisconsin",55127,106799
"Washburn County, Wisconsin",55129,16752
"Washington County, Wisconsin",55131,137175
"Waukesha County, Wisconsin",55133,408756
"Waupaca County, Wisconsin",55135,51570
"Waushara County, Wisconsin",55137,24828
"Winnebago County, Wisconsin",55139,171623
"Wood County, Wisconsin",55141,74070
"Wyoming, Wyoming",56000,578803
"Albany County, Wyoming",56001,37608
"Big Horn County, Wyoming",56003,11632
"Campbell County, Wyoming",56005,46401
"Carbon County, Wyoming",56007,14649
"Converse County, Wyoming",56009,13672
"Crook County, Wyoming",56011,7315
"Fremont County, Wyoming",56013,39336
"Goshen County, Wyoming",56015,12537
"Hot Springs County, Wyoming",56017,4597
"Johnson County, Wyoming",56019,8623
"Laramie County, Wyoming",56021,100863
"Lincoln County, Wyoming",56023,20153
"Natrona County, Wyoming",56025,79555
"Niobrara County, Wyoming",56027,2438
"Park County, Wyoming",56029,30108
"Platte County, Wyoming",56031,8699
"Sheridan County, Wyoming",56033,31646
"Sublette County, Wyoming",56035,8697
"Sweetwater County, Wyoming",56037,41614
"Teton County, Wyoming",56039,23575
"Uinta County, Wyoming",56041,20635
"Washakie County, Wyoming",56043,7705
"Weston County, Wyoming",56045,6745
